®É¶¡ (sec),SN38 ,SN39 ,SN40 ,SN102 ,SN121 ,SN129 
5.70529e-05,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000119811,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000188845,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000264782,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000348313,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000440197,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00054127,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000652449,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000774747,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.000909275,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00105725,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00122003,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00139909,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00159605,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00181271,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00205103,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00231319,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00260156,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00291877,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0032677,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00365152,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00407373,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00453815,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00504902,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00561097,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00622913,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00690909,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00765705,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00847981,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.00938485,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0103804,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0114755,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0126801,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0140051,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0154627,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.017066,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0188297,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0207697,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0229037,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0252511,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0278333,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0306737,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0337981,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.037235,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0410155,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0447961,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0485766,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0523572,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0563867,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0588063,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0612258,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0636454,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.065581,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0675167,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0694523,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0713879,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0733236,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0752592,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0771949,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0781627,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0800983,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0810662,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0830018,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0839696,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0849375,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0863892,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0878409,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0892926,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0912283,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0921961,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0941318,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0960674,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.098003,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.0999387,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.101487,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.103036,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.104584,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.106133,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.107681,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.10923,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.110778,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.112327,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.113875,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
0.115424,72.7552,72.7552,72.7552,72.7552,72.7552,72.7552
