time (sec),totalWeight (g),partWeight (g),screwPosition (mm),injectionPressure (MPa),injectionSpeed (mm/sec)
0,0,0.0956296,260,0,0
7.96E-05,0,0.0956296,68,0.00615271,0.0635626
0.000167116,0,0.0956296,68,0.00621725,0.0670526
0.000263407,0,0.0956296,68,0.00626811,0.070891
0.000369327,0,0.0956296,68,0.00632372,0.0751123
0.000485839,0,0.0956296,68,0.00639808,0.0797548
0.000614002,0,0.0956296,68,0.00649276,0.0848602
0.000754982,0,0.0956296,67.9999,0.0066094,0.0904747
0.000910059,0,0.0956296,67.9999,0.0067644,0.0966487
0.00108064,0,0.0956296,67.9999,0.00694601,0.103438
0.00126829,0,0.0956296,67.9999,0.00715796,0.110904
0.0014747,0,0.0956296,67.9999,0.00741009,0.119112
0.00170174,0,0.0956296,67.9998,0.00771322,0.128138
0.0019515,0,0.0956296,67.9998,0.00807942,0.138062
0.00222623,0,0.0956296,67.9998,0.00852207,0.148972
0.00252843,0,0.0956296,67.9997,0.00905184,0.160967
0.00286085,0,0.0956296,67.9997,0.0096908,0.174152
0.00322651,0,0.0956296,67.9996,0.01046,0.188646
0.00362875,0,0.0956296,67.9995,0.0113833,0.204577
0.0040712,0,0.0956296,67.9995,0.0124813,0.222087
0.0045579,0,0.0956296,67.9993,0.0137943,0.241329
0.00509327,0,0.0956296,67.9992,0.015292,0.262474
0.00568217,0,0.0956296,67.9991,0.0170541,0.286141
0.00632997,0,0.0956296,67.9989,0.0191672,0.315146
0.00704255,0,0.0956296,67.9986,0.0217205,0.35063
0.00782638,0,0.0956296,67.9984,0.0248422,0.39397
0.0086886,0,0.0956296,67.998,0.0287016,0.44682
0.00963704,0,0.0956296,67.9976,0.0335104,0.511167
0.0106803,0,0.0956296,67.9971,0.0395375,0.589389
0.0118279,0,0.0956296,67.9964,0.0471271,0.684323
0.0130903,0,0.0956296,67.9955,0.056704,0.799346
0.0144789,0,0.0956296,67.9944,0.0687925,0.938451
0.0160064,0,0.0956296,67.993,0.0840272,1.10634
0.0176866,0,0.0956296,67.9911,0.103168,1.30851
0.0195348,0,0.0956296,67.9887,0.127098,1.55134
0.0215679,0,0.0956296,67.9856,0.156828,1.84213
0.0238043,0,0.0956296,67.9814,0.19346,2.18913
0.0262643,0,0.0956296,67.9761,0.238136,2.60152
0.0289703,0,0.0956296,67.969,0.29195,3.08924
0.0319469,0,0.0956296,67.9598,0.356214,3.6627
0.0352212,0,0.0956296,67.9478,0.431926,4.3323
0.0388229,0,0.0956296,67.9322,0.520707,5.10768
0.0424245,0,0.0956296,67.9138,0.611058,5.91798
0.0460262,0,0.0956296,67.8925,0.701663,6.75314
0.0496279,0,0.0956296,67.8682,0.791516,7.60331
0.0535986,0,0.0956296,67.838,0.89091,8.54327
0.0564799,0,0.0956296,67.8134,0.954759,9.18501
0.058785,0,0.0956296,67.7922,0.998508,9.67239
0.0610901,0,0.0956296,67.7699,1.03822,10.1378
0.0633952,0,0.0956296,67.7465,1.07666,10.5822
0.0657003,0,0.0956296,67.7222,1.11701,11.0067
0.0675443,0,0.0956296,67.7019,1.15199,11.3324
0.0693884,0,0.0956296,67.681,1.18954,11.6463
0.0712325,0,0.0956296,67.6595,1.23086,11.9488
0.0730765,0,0.0956296,67.6375,1.2745,12.2404
0.0749206,0,0.0956296,67.6149,1.32038,12.5214
0.0767647,0,0.0956296,67.5918,1.3687,12.7923
0.0776867,0,0.0956296,67.58,1.39228,12.924
0.0795308,0,0.0956296,67.5562,1.443,13.1802
0.0804528,0,0.0956296,67.544,1.46839,13.3049
0.0822969,0,0.0956296,67.5195,1.52338,13.5473
0.0832189,0,0.0956296,67.507,1.5512,13.6652
0.0841409,0,0.0956296,67.4944,1.58001,13.781
0.085524,0,0.0956296,67.4753,1.62594,13.9507
0.086446,0,0.0956296,67.4625,1.65745,14.0612
0.0882901,0,0.0956296,67.4365,1.72444,14.2763
0.0892121,0,0.0956296,67.4234,1.75758,14.3809
0.0910562,0,0.0956296,67.3968,1.82602,14.5844
0.0929003,0,0.0956296,67.37,1.89477,14.7805
0.0947443,0,0.0956296,67.3427,1.96429,14.9696
0.0965884,0,0.0956296,67.3151,2.03056,15.1517
0.0975104,0,0.0956296,67.3011,2.06188,15.2403
0.0993545,0,0.0956296,67.273,2.12448,15.4127
0.101199,0,0.0956296,67.2446,2.18639,15.5788
0.102674,0,0.0956296,67.2216,2.23552,15.7074
0.104149,0,0.0956296,67.1984,2.28266,15.8322
0.105624,0,0.0956296,67.1751,2.32916,15.9534
0.1071,0,0.0956296,67.1515,2.3752,16.0711
0.108575,0,0.0956296,67.1278,2.41998,16.1853
0.11005,0,0.0956296,67.104,2.46447,16.2962
0.111525,0,0.0956296,67.0799,2.5088,16.4039
0.113001,0,0.0956296,67.0557,2.55236,16.5085
0.114476,0,0.0956296,67.0314,2.59622,16.61
0.115951,0,0.0956296,67.0069,2.6401,16.7086
0.117426,0,0.0956296,66.9822,2.68319,16.8043
0.118902,0,0.0956296,66.9574,2.72811,16.8972
0.120377,0,0.0956296,66.9325,2.77264,16.9875
0.121852,0,0.0956296,66.9074,2.81658,17.0751
0.123327,0,0.0956296,66.8822,2.86128,17.1601
0.124803,0,0.0956296,66.8569,2.90629,17.2427
0.126278,0,0.0956296,66.8315,2.95117,17.3229
0.127753,0,0.0956296,66.8059,2.99673,17.4007
0.129228,0,0.0956296,66.7803,3.04225,17.4763
0.130704,0,0.0956296,66.7545,3.08776,17.5497
0.132179,0,0.0956296,66.7286,3.13396,17.6209
