®É¶¡ (sec),SN38 ,SN39 ,SN40 ,SN102 ,SN121 ,SN129 
5.70529e-05,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000119811,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000188845,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000264782,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000348313,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000440197,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00054127,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000652449,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000774747,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.000909275,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00105725,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00122003,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00139909,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00159605,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00181271,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00205103,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00231319,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00260156,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00291877,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.0032677,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00365152,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00407373,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00453815,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00504902,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00561097,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00622913,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00690909,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
0.00765705,42.9531,42.9531,42.9531,42.9531,42.9531,42.9531
