®É¶¡ (sec),SN38 ,SN39 ,SN40 ,SN102 ,SN121 ,SN129 
3.90317e-05,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
8.19665e-05,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000129195,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000181146,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000238292,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000301153,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.0003703,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000446361,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000530029,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000622063,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000723301,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000834663,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.000957161,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00109191,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00124013,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00140318,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00158252,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00177981,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00199682,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00223554,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00249812,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00278696,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00310469,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00345419,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00383864,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00426154,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00472673,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00523843,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.0058013,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00642047,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00710154,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00785073,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00867483,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.00958135,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.0105785,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.0116754,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
0.012882,81.8123,81.8123,81.8123,81.8123,81.8123,81.8123
