®É¶¡ (sec),SN38 ,SN39 ,SN40 ,SN102 ,SN121 ,SN129 
3.90317e-05,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
8.19665e-05,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000129195,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000181146,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000238292,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000301153,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0003703,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000446361,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000530029,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000622063,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000723301,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000834663,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.000957161,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00109191,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00124013,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00140318,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00158252,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00177981,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00199682,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00223554,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00249812,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00278696,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00310469,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00345419,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00383864,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00426154,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00472673,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00523843,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0058013,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00642047,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00710154,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00785073,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00867483,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.00958135,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0105785,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0116754,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.012882,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0142092,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0156692,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0172751,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0190416,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0209848,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0231223,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0254736,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.02806,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.030905,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0340346,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
0.0374771,42.4003,42.4003,42.4003,42.4003,42.4003,42.4003
